Article;Brand;Width;Height;Speed;Rim;Loadindex;Pattern;Spec;PR/RF;Demo;Dot;Extra;Quality;Vehicle;Stock;Price;Discount;EAN;IPCODE;Fuel;Wet;Noise;Decibel;C Class;URL_Pattern;Per parcel;RFT;Eprel_code;Eprel_RR;Eprel_Wet;Eprel_Noise;Eprel_decibel;Eprel_severe_snow;Eprel_Ice_Tyre
IF259;IMPERIAL FS ALL;205;55;WR;17;95W;AS DRIVER;;XL;;;;All Season;Passenger car;50;48.56;0;"5420068628292";IF259;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508866;C;B;B;71;1;0
IF260;IMPERIAL FS ALL;215;55;WR;17;98W;AS DRIVER;;XL;;;;All Season;Passenger car;50;48.83;0;"5420068628308";IF260;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508867;C;B;B;71;1;0
IF261;IMPERIAL FS ALL;225;55;WR;17;101W;AS DRIVER;;XL;;;;All Season;Passenger car;50;50.14;0;"5420068628315";IF261;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508868;C;B;B;71;1;0
IF263;IMPERIAL FS ALL;195;50;VR;15;82V;AS DRIVER;;;;;;All Season;Passenger car;50;38.33;0;"5420068628339";IF263;E;C;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508870;D;C;B;71;1;0
IF265;IMPERIAL FS ALL;205;50;WR;16;91W;AS DRIVER;;XL;;;;All Season;Passenger car;50;43.31;0;"5420068628353";IF265;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508872;C;B;B;71;1;0
IF268;IMPERIAL FS ALL;225;50;YR;17;98Y;AS DRIVER;;XL;;;;All Season;Passenger car;47;48.56;0;"5420068628384";IF268;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508894;C;B;B;71;1;0
IF269;IMPERIAL FS ALL;235;50;WR;18;101W;AS DRIVER;;XL;;;;All Season;Passenger car;50;60.38;0;"5420068628391";IF269;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508895;C;B;B;71;1;0
IF270;IMPERIAL FS ALL;195;45;VR;16;84V;AS DRIVER;;XL;;;;All Season;Passenger car;50;41.21;0;"5420068628407";IF270;E;C;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508896;D;C;B;71;1;0
IF272;IMPERIAL FS ALL;215;45;VR;16;90V;AS DRIVER;;XL;;;;All Season;Passenger car;50;44.36;0;"5420068628421";IF272;E;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508898;D;B;B;71;1;0
IF273;IMPERIAL FS ALL;205;45;WR;17;88W;AS DRIVER;;XL;;;;All Season;Passenger car;50;44.89;0;"5420068628438";IF273;E;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508899;D;B;B;71;1;0
IF274;IMPERIAL FS ALL;215;45;WR;17;91W;AS DRIVER;;XL;;;;All Season;Passenger car;50;45.68;0;"5420068628445";IF274;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508900;C;B;B;71;1;0
IF275;IMPERIAL FS ALL;225;45;WR;17;91W;AS DRIVER;;;;;;All Season;Passenger car;50;44.63;0;"5420068628452";IF275;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508901;C;B;B;71;1;0
IF276;IMPERIAL FS ALL;225;45;YR;17;94Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;45.41;0;"5420068628469";IF276;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508902;C;B;B;71;1;0
IF277;IMPERIAL FS ALL;235;45;WR;17;97W;AS DRIVER;;XL;;;;All Season;Passenger car;50;49.09;0;"5420068628476";IF277;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508903;C;B;B;71;1;0
IF278;IMPERIAL FS ALL;245;45;WR;17;99W;AS DRIVER;;XL;;;;All Season;Passenger car;50;51.98;0;"5420068628483";IF278;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508904;C;B;B;71;1;0
IF280;IMPERIAL FS ALL;235;45;YR;18;98Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;55.91;0;"5420068628506";IF280;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508906;C;B;B;71;1;0
IF282;IMPERIAL FS ALL;245;45;YR;19;102Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;62.48;0;"5420068628520";IF282;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508908;C;B;B;71;1;0
IF284;IMPERIAL FS ALL;215;40;WR;17;87W;AS DRIVER;;XL;;;;All Season;Passenger car;50;45.10;0;"5420068628544";IF284;E;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508910;D;B;B;71;1;0
IF285;IMPERIAL FS ALL;225;40;YR;18;92Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;48.04;0;"5420068628551";IF285;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508911;C;B;B;71;1;0
IF286;IMPERIAL FS ALL;245;40;YR;18;97Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;50.93;0;"5420068628568";IF286;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508912;C;B;B;71;1;0
IF289;IMPERIAL FS ALL;225;35;YR;19;88Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;55.60;0;"5420068628599";IF289;E;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508915;D;B;B;71;1;0
IF290;IMPERIAL FS ALL;235;35;YR;19;91Y;AS DRIVER;;XL;;;;All Season;Passenger car;46;57.23;0;"5420068628605";IF290;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508916;C;B;B;71;1;0
IF291;IMPERIAL FS ALL;185;75;R;16;104/102S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;51.98;0;"5420068628612";IF291;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508917;D;B;B;72;1;0
IF292;IMPERIAL FS ALL;195;75;R;16;107/105S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;53.50;0;"5420068628629";IF292;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508918;D;B;B;72;1;0
IF293;IMPERIAL FS ALL;205;75;R;16;113/111S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;56.44;0;"5420068628636";IF293;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508919;C;B;B;72;1;0
IF294;IMPERIAL FS ALL;215;75;R;16;113/111S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;63.78;0;"5420068628643";IF294;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;1;0;508920;C;B;B;72;1;0
IF296;IMPERIAL FS ALL;175;70;R;14;95/93T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;42.53;0;"5420068628667";IF296;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508922;D;B;B;72;1;0
IF297;IMPERIAL FS ALL;195;70;R;15;104/102S;VAN DRIVER AS;;;;;;All Season;Light Truck;42;50.14;0;"5420068628674";IF297;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508923;D;B;B;72;1;0
IF298;IMPERIAL FS ALL;205;70;R;15;106/104S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;53.29;0;"5420068628681";IF298;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508924;D;B;B;72;1;0
IF299;IMPERIAL FS ALL;215;70;R;15;109/107S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;56.44;0;"5420068628698";IF299;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508925;C;B;B;72;1;0
IF300;IMPERIAL FS ALL;225;70;R;15;112/110S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;57.23;0;"5420068628704";IF300;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508926;C;B;B;72;1;0
IF301;IMPERIAL FS ALL;175;65;R;14;90/88T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;40.16;0;"5420068628711";IF301;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508927;D;B;B;72;1;0
IF302;IMPERIAL FS ALL;195;65;R;16;104/102S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;51.71;0;"5420068628728";IF302;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508928;D;B;B;72;1;0
IF303;IMPERIAL FS ALL;205;65;R;16;107/105T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;51.98;0;"5420068628735";IF303;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508929;D;B;B;72;1;0
IF304;IMPERIAL FS ALL;215;65;R;16;109/107T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;55.60;0;"5420068628742";IF304;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508930;C;B;B;72;1;0
IF306;IMPERIAL FS ALL;235;65;R;16;115/113S;VAN DRIVER AS;;;;;;All Season;Light Truck;50;66.66;0;"5420068628766";IF306;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;1;0;508932;C;B;B;72;1;0
IF307;IMPERIAL FS ALL;195;60;R;16;99/97H;VAN DRIVER AS;;;;;;All Season;Light Truck;50;52.76;0;"5420068628773";IF307;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508933;D;B;B;72;1;0
IF308;IMPERIAL FS ALL;215;60;R;16;103/101T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;56.65;0;"5420068628780";IF308;E;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508934;D;B;B;72;1;0
IF309;IMPERIAL FS ALL;215;60;R;17;109/107T;VAN DRIVER AS;;;;;;All Season;Light Truck;50;62.48;0;"5420068628797";IF309;C;B;2;72;C2;https://extras.tyre-energy.de/pic_14352g.jpg;2;0;508935;C;B;B;72;1;0
IF310;IMPERIAL FS ALL;215;70;HR;16;100H;AS DRIVER;;;;;;All Season;Jeep / 4x4;50;51.98;0;"5420068628803";IF310;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508936;C;B;B;71;1;0
IF312;IMPERIAL FS ALL;225;65;VR;17;106V;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;55.13;0;"5420068628827";IF312;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508938;C;B;B;71;1;0
IF314;IMPERIAL FS ALL;215;60;VR;17;100V;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;51.71;0;"5420068628841";IF314;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508940;C;B;B;71;1;0
IF315;IMPERIAL FS ALL;225;60;VR;17;103V;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;55.13;0;"5420068628858";IF315;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508941;C;B;B;71;1;0
IF317;IMPERIAL FS ALL;215;55;VR;18;99V;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;55.60;0;"5420068628872";IF317;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508943;C;B;B;71;1;0
IF318;IMPERIAL FS ALL;225;55;VR;18;98V;AS DRIVER;;;;;;All Season;Jeep / 4x4;50;57.70;0;"5420068628889";IF318;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508944;C;B;B;71;1;0
IF319;IMPERIAL FS ALL;235;55;VR;18;104V;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;59.33;0;"5420068628896";IF319;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508945;C;B;B;71;1;0
IF320;IMPERIAL FS ALL;225;55;WR;19;99W;AS DRIVER;;;;;;All Season;Jeep / 4x4;26;63.53;0;"5420068628902";IF320;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508946;C;B;B;71;1;0
IF321;IMPERIAL FS ALL;235;55;WR;19;105W;AS DRIVER;;XL;;;;All Season;Jeep / 4x4;50;65.05;0;"5420068628919";IF321;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508947;C;B;B;71;1;0
IF322;IMPERIAL FS ALL;205;55;HR;16;91H;AS DRIVER;;;;;;All Season;Passenger car;50;40.69;0;"5420068628926";IF322;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508948;C;B;B;71;1;0
IF328;IMPERIAL FS ALL;215;50;WR;18;92W;AS DRIVER;;;;;;All Season;Passenger car;50;64.58;0;"5420068629572";IF328;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508952;C;B;B;71;1;0
IF330;IMPERIAL FS ALL;245;50;YR;18;104Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;75.08;0;"5420068629596";IF330;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508954;C;B;B;71;1;0
IF334;IMPERIAL FS ALL;235;40;YR;18;95Y;AS DRIVER;;XL;;;;All Season;Passenger car;50;50.66;0;"5420068629633";IF334;C;B;2;71;C1;https://extras.tyre-energy.de/pic_14351g.jpg;2;0;508958;C;B;B;71;1;0
IM1400;IMPERIAL ZO;205;70;TR;14;95T;ECODRIVER2;;;;;;Summer;Passenger car;32;40.43;0;"5420068621323";IM1400;E;E;2;71;C1;https://extras.tyre-energy.de/pic_10164g.jpg;2;0;;;;;0;0;0
IM203;IMPERIAL ZO;165;70;TR;12;77T;ECODRIVER4;;;;;;Summer;Passenger car;47;31.24;0;"5420068624980";IM203;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517322;D;C;B;70;0;0
IM206;IMPERIAL ZO;185;70;TR;14;88T;ECODRIVER4;;;;;;Summer;Passenger car;42;35.96;0;"5420068625017";IM206;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517325;D;C;B;70;0;0
IM207;IMPERIAL ZO;185;70;HR;14;88H;ECODRIVER4;;;;;;Summer;Passenger car;46;36.23;0;"5420068625024";IM207;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517326;D;C;B;70;0;0
IM213;IMPERIAL ZO;175;65;HR;14;82H;ECODRIVER4;;;;;;Summer;Passenger car;50;33.55;0;"5420068625086";IM213;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517331;D;C;B;70;0;0
IM214;IMPERIAL ZO;185;65;TR;14;86T;ECODRIVER4;;;;;;Summer;Passenger car;50;34.60;0;"5420068625093";IM214;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517332;D;C;B;70;0;0
IM215;IMPERIAL ZO;185;65;HR;14;86H;ECODRIVER4;;;;;;Summer;Passenger car;50;34.91;0;"5420068625109";IM215;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517333;D;C;B;70;0;0
IM216;IMPERIAL ZO;145;65;TR;15;72T;ECODRIVER4;;;;;;Summer;Passenger car;50;32.29;0;"5420068625116";IM216;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517334;D;C;B;70;0;0
IM220;IMPERIAL ZO;185;65;HR;15;88H;ECODRIVER4;;;;;;Summer;Passenger car;34;36.49;0;"5420068625154";IM220;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517338;D;C;B;70;0;0
IM222;IMPERIAL ZO;195;65;HR;15;91H;ECODRIVER4;;;;;;Summer;Passenger car;50;37.54;0;"5420068625178";IM222;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517340;D;C;B;70;0;0
IM223;IMPERIAL ZO;195;65;VR;15;91V;ECODRIVER4;;;;;;Summer;Passenger car;33;37.75;0;"5420068625185";IM223;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517341;D;C;B;70;0;0
IM226;IMPERIAL ZO;215;65;HR;16;98H;ECODRIVER5;;;;;;Summer;Passenger car;50;45.10;0;"5420068625215";IM226;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517344;C;B;B;70;0;0
IM228;IMPERIAL ZO;185;60;HR;14;82H;ECODRIVER4;;;;;;Summer;Passenger car;50;34.39;0;"5420068625239";IM228;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517345;D;C;B;70;0;0
IM230;IMPERIAL ZO;185;60;HR;15;84H;ECODRIVER4;;;;;;Summer;Passenger car;50;35.96;0;"5420068625253";IM230;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517347;D;C;B;70;0;0
IM231;IMPERIAL ZO;185;60;HR;15;88H;ECODRIVER4;;XL;;;;Summer;Passenger car;50;36.23;0;"5420068625260";IM231;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517348;D;C;B;70;0;0
IM235;IMPERIAL ZO;205;60;VR;16;92V;ECODRIVER5;;;;;;Summer;Passenger car;29;41.21;0;"5420068625307";IM235;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517352;C;B;B;70;0;0
IM236;IMPERIAL ZO;205;60;VR;16;96V;ECODRIVER5;;XL;;;;Summer;Passenger car;50;41.48;0;"5420068625314";IM236;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517353;C;B;B;70;0;0
IM237;IMPERIAL ZO;215;60;VR;16;95V;ECODRIVER5;;;;;;Summer;Passenger car;28;44.36;0;"5420068625321";IM237;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517354;C;B;B;70;0;0
IM238;IMPERIAL ZO;215;60;VR;16;99V;ECODRIVER5;;XL;;;;Summer;Passenger car;50;44.36;0;"5420068625338";IM238;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517355;C;B;B;70;0;0
IM239;IMPERIAL ZO;175;55;TR;15;77T;ECODRIVER4;;;;;;Summer;Passenger car;50;35.44;0;"5420068625345";IM239;E;C;2;70;C1;https://extras.tyre-energy.de/pic_13101g.jpg;2;0;517356;D;C;B;70;0;0
IM245;IMPERIAL ZO;195;55;HR;16;87H;ECODRIVER5;;;;;;Summer;Passenger car;50;39.38;0;"5420068625406";IM245;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517362;C;B;B;70;0;0
IM246;IMPERIAL ZO;195;55;VR;16;87V;ECODRIVER5;;;;;;Summer;Passenger car;50;39.64;0;"5420068625413";IM246;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517363;C;B;B;70;0;0
IM248;IMPERIAL ZO;205;55;HR;16;91H;ECODRIVER5;;;;;;Summer;Passenger car;50;38.59;0;"5420068625437";IM248;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517365;C;B;B;70;0;0
IM249;IMPERIAL ZO;205;55;VR;16;91V;ECODRIVER5;;;;;;Summer;Passenger car;50;38.80;0;"5420068625444";IM249;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517366;C;B;B;70;0;0
IM250;IMPERIAL ZO;205;55;WR;16;91W;ECODRIVER5;;;;;;Summer;Passenger car;35;38.80;0;"5420068625451";IM250;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517367;C;B;B;70;0;0
IM254;IMPERIAL ZO;225;55;WR;16;99W;ECODRIVER5;;XL;;;;Summer;Passenger car;50;45.94;0;"5420068625499";IM254;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517371;C;B;B;70;0;0
IM255;IMPERIAL ZO;215;55;ZR;17;98W;ECOSPORT2;;XL;;;;Summer;Passenger car;50;45.68;0;"5420068625505";IM255;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517372;C;B;B;71;0;0
IM258;IMPERIAL ZO;195;50;VR;15;82V;ECODRIVER5;;;;;;Summer;Passenger car;50;35.96;0;"5420068625536";IM258;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517375;C;B;B;70;0;0
IM261;IMPERIAL ZO;225;50;ZR;17;94W;ECOSPORT2;;;;;;Summer;Passenger car;50;46.15;0;"5420068625567";IM261;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517378;C;B;B;71;0;0
IM263;IMPERIAL ZO;195;45;VR;15;78V;ECOSPORT2;;;;;;Summer;Passenger car;50;35.44;0;"5420068625581";IM263;E;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517380;D;B;B;71;0;0
IM265;IMPERIAL ZO;205;45;ZR;16;87W;ECOSPORT2;;XL;;;;Summer;Passenger car;50;39.38;0;"5420068625604";IM265;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517382;C;B;B;71;0;0
IM266;IMPERIAL ZO;215;45;HR;16;86H;ECOSPORT2;;;;;;Summer;Passenger car;31;41.48;0;"5420068625611";IM266;E;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517383;D;B;B;71;0;0
IM267;IMPERIAL ZO;215;45;VR;16;90V;ECOSPORT2;;XL;;;;Summer;Passenger car;50;41.95;0;"5420068625628";IM267;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517384;C;B;B;71;0;0
IM270;IMPERIAL ZO;225;45;ZR;17;94Y;ECOSPORT2;;XL;;;;Summer;Passenger car;50;44.63;0;"5420068625659";IM270;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517387;C;B;B;71;0;0
IM271;IMPERIAL ZO;235;45;ZR;17;97Y;ECOSPORT2;;XL;;;;Summer;Passenger car;50;45.10;0;"5420068625666";IM271;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517388;C;B;B;71;0;0
IM273;IMPERIAL ZO;225;45;ZR;18;95Y;ECOSPORT2;;XL;;;;Summer;Passenger car;50;47.20;0;"5420068625680";IM273;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517390;C;B;B;71;0;0
IM274;IMPERIAL ZO;245;45;ZR;20;103Y;ECOSPORT2;;XL;;;;Summer;Passenger car;50;56.18;0;"5420068625697";IM274;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517391;C;B;B;71;0;0
IM279;IMPERIAL ZO;225;40;ZR;19;93Y;ECOSPORT2;;XL;;;;Summer;Passenger car;50;50.14;0;"5420068625741";IM279;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517396;C;B;B;71;0;0
IM289;IMPERIAL ZO;255;30;ZR;20;92Y;ECOSPORT2;;XL;;;;Summer;Passenger car;31;58.28;0;"5420068625840";IM289;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517405;C;B;B;71;0;0
IM290;IMPERIAL ZO;155;0;R;13;91/89S;ECODRIVER2;;6PR;;;;Summer;Light Truck;50;34.13;0;"5420068625857";IM290;E;E;2;72;C2;https://extras.tyre-energy.de/pic_10164g.jpg;2;0;517406;D;D;B;72;0;0
IM295;IMPERIAL ZO;235;75;TR;15;109T;ECOSPORT A/T;;XL;;;;Summer;Jeep / 4x4;50;54.08;0;"5420068625901";IM295;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13192g.jpg;2;0;517410;C;C;B;71;0;0
IM297;IMPERIAL ZO;265;70;HR;15;112H;ECOSPORT A/T;;;;;;Summer;Jeep / 4x4;50;67.98;0;"5420068625925";IM297;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13192g.jpg;1;0;517412;C;C;B;71;0;0
IM301;IMPERIAL ZO;225;65;HR;17;102H;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;50;50.93;0;"5420068625963";IM301;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517416;C;C;B;71;0;0
IM305;IMPERIAL ZO;235;60;HR;16;100H;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;46;49.88;0;"5420068626007";IM305;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517420;C;C;B;71;0;0
IM307;IMPERIAL ZO;225;60;HR;17;99H;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;50;49.30;0;"5420068626021";IM307;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517422;C;C;B;71;0;0
IM308;IMPERIAL ZO;225;60;VR;18;100V;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;44;52.45;0;"5420068626038";IM308;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517423;C;C;B;71;0;0
IM309;IMPERIAL ZO;235;60;WR;18;107W;ECOSPORT SUV;;XL;;;;Summer;Jeep / 4x4;49;55.39;0;"5420068626045";IM309;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517424;C;C;B;71;0;0
IM310;IMPERIAL ZO;255;60;VR;18;112V;ECOSPORT SUV;;XL;;;;Summer;Jeep / 4x4;32;67.40;0;"5420068626052";IM310;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;1;0;517425;C;C;B;71;0;0
IM311;IMPERIAL ZO;215;55;VR;18;99V;ECOSPORT SUV;;XL;;;;Summer;Jeep / 4x4;50;50.93;0;"5420068626069";IM311;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517426;C;C;B;71;0;0
IM312;IMPERIAL ZO;225;55;VR;18;98V;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;50;53.03;0;"5420068626076";IM312;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517427;C;C;B;71;0;0
IM313;IMPERIAL ZO;235;55;VR;18;100V;ECOSPORT SUV;;;;;;Summer;Jeep / 4x4;50;54.55;0;"5420068626083";IM313;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;2;0;517428;C;C;B;71;0;0
IM318;IMPERIAL ZO;255;50;WR;19;107W;ECOSPORT SUV;;XL;;;;Summer;Jeep / 4x4;50;67.40;0;"5420068626137";IM318;C;C;2;71;C1;https://extras.tyre-energy.de/pic_13165g.jpg;1;0;517433;C;C;B;71;0;0
IM322;IMPERIAL ZO;205;55;VR;16;94V;ECODRIVER5;;XL;;;;Summer;Passenger car;50;39.38;0;"5420068626175";IM322;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517437;C;B;B;70;0;0
IM323;IMPERIAL ZO;225;55;ZR;17;97W;ECOSPORT2;;;;;;Summer;Passenger car;50;48.04;0;"5420068626182";IM323;C;B;2;71;C1;https://extras.tyre-energy.de/pic_10167g.jpg;2;0;517438;C;B;B;71;0;0
IM341;IMPERIAL ZO;205;70;TR;14;95T;ECODRIVER5;;;;;;Summer;Passenger car;50;40.16;0;"5420068626892";IM341;C;B;2;70;C1;https://extras.tyre-energy.de/pic_13100g.jpg;2;0;517458;C;B;B;70;0;0
